City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
587,Angul,20.85,85.1,81.23,79,100,2.28,IN,2022-07-28 23:22:39
588,Paamiut,61.994,-49.6678,42.26,91,94,14.27,GL,2022-07-28 23:22:39
589,Muros,42.7762,-9.0603,65.68,84,0,5.06,ES,2022-07-28 23:22:40
590,Nagorsk,59.3172,50.8078,56.75,91,14,3.24,RU,2022-07-28 23:22:40
591,Mizdah,31.4451,12.9801,78.96,42,5,6.78,LY,2022-07-28 23:22:41
592,Santa Fe,-31.6333,-60.7,59.02,42,0,8.01,AR,2022-07-28 23:19:00
593,Haveli,30.4502,73.6989,81.79,81,100,4.61,PK,2022-07-28 23:23:41
594,Antofagasta,-23.65,-70.4,56.48,88,53,7.58,CL,2022-07-28 23:20:13
595,Aqtobe,50.2797,57.2072,59.09,82,0,2.24,KZ,2022-07-28 23:23:41
596,Carballo,43.213,-8.691,64.9,87,4,1.74,ES,2022-07-28 23:23:42
597,Sumbe,-11.2061,13.8437,67.75,90,98,6.8,AO,2022-07-28 23:21:16
598,Belyy Yar,53.6039,91.3903,54.86,88,0,2.24,RU,2022-07-28 23:23:42
599,Tessalit,20.1986,1.0114,94.14,26,90,9.13,ML,2022-07-28 23:19:59
600,Itaituba,-4.2761,-55.9836,82.72,57,36,2.55,BR,2022-07-28 23:23:43
601,Yelets,52.6237,38.5017,62.11,95,98,9.37,RU,2022-07-28 23:23:43
602,Magog,45.2668,-72.1491,75.0,88,98,12.66,CA,2022-07-28 23:19:40
603,Acarau,-2.8856,-40.12,78.85,75,63,15.12,BR,2022-07-28 23:23:44
604,Olafsvik,64.8945,-23.7142,44.56,76,95,16.02,IS,2022-07-28 23:23:44
605,Dovolnoye,54.4958,79.6671,60.12,81,52,8.39,RU,2022-07-28 23:23:45
606,Ati,13.2154,18.3353,79.81,66,77,8.79,TD,2022-07-28 23:23:45
607,Arica,-18.475,-70.3042,61.03,72,100,8.05,CL,2022-07-28 23:19:33
608,Vieste,41.8825,16.175,79.81,68,0,4.94,IT,2022-07-28 23:23:46
609,Vannes,47.8333,-2.5,65.01,65,100,8.1,FR,2022-07-28 23:23:46
610,Radnevo,42.3,25.9333,68.47,70,4,3.42,BG,2022-07-28 23:23:46
611,Corlatel,44.3986,22.9331,69.84,65,20,4.61,RO,2022-07-28 23:23:47
612,Yining,29.0361,114.5636,78.71,90,88,0.87,CN,2022-07-28 23:23:47
613,Okitipupa,6.5047,4.7839,72.21,97,100,1.79,NG,2022-07-28 23:23:47
614,Zernograd,46.8452,40.3083,71.35,49,71,5.59,RU,2022-07-28 23:23:48
615,Locri,38.2414,16.2623,77.32,71,0,10.27,IT,2022-07-28 23:23:48
616,Maputo,-25.9653,32.5892,60.48,88,20,3.44,MZ,2022-07-28 23:23:48
617,Taltal,-25.4,-70.4833,59.67,80,84,3.13,CL,2022-07-28 23:23:49
618,Jales,-20.2689,-50.5458,72.64,26,6,4.88,BR,2022-07-28 23:23:49
619,Sorland,67.667,12.6934,53.46,81,60,16.89,NO,2022-07-28 23:23:50
620,Calama,-22.4667,-68.9333,64.89,9,0,10.36,CL,2022-07-28 23:23:50
621,Jardim,-21.4803,-56.1381,76.17,31,17,2.93,BR,2022-07-28 23:23:50
622,Warud,21.4667,78.2667,77.47,87,100,5.32,IN,2022-07-28 23:23:51
623,Rodrigues Alves,-7.738,-72.6509,80.8,69,55,2.1,BR,2022-07-28 23:23:51
624,Ahar,38.4774,47.0699,66.36,84,1,5.79,IR,2022-07-28 23:23:51
625,Spasskoye,44.6108,132.7969,73.85,82,100,7.94,RU,2022-07-28 23:23:52
626,Grenaa,56.4158,10.8783,52.59,75,0,3.29,DK,2022-07-28 23:23:52
627,Detva,48.5608,19.4195,61.81,75,52,4.23,SK,2022-07-28 23:23:52
628,Bukama,-9.2,25.85,69.91,37,79,0.31,CD,2022-07-28 23:23:52
629,Parainen,60.3067,22.301,58.14,86,98,13.09,FI,2022-07-28 23:23:53
630,Nokaneng,-19.6667,22.2667,57.6,40,0,6.8,BW,2022-07-28 23:23:53
631,Straumen,63.8709,11.2999,48.2,79,88,2.86,NO,2022-07-28 23:23:53
632,Kuruman,-27.4524,23.4325,59.52,35,56,20.13,ZA,2022-07-28 23:23:54
633,Khilchipur,24.0333,76.5667,77.07,87,96,6.87,IN,2022-07-28 23:23:54
634,Punta Alta,-38.8759,-62.0736,47.82,60,18,10.11,AR,2022-07-28 23:22:58
635,Rokytne,51.2796,27.214,57.0,77,37,3.96,UA,2022-07-28 23:23:55
636,Ilovlya,49.3033,43.9796,77.47,50,81,2.35,RU,2022-07-28 23:23:55
637,Kargasok,59.0556,80.8572,59.61,74,95,10.89,RU,2022-07-28 23:23:55
638,Villanueva,15.3167,-88.0,86.04,62,75,12.66,HN,2022-07-28 23:23:56
639,Karaman,37.0833,33.25,69.04,23,0,3.71,TR,2022-07-28 23:24:56
640,La Primavera,5.4906,-70.4092,71.78,96,100,3.6,CO,2022-07-28 23:24:56
641,Dossor,47.5272,52.9811,74.44,63,11,9.6,KZ,2022-07-28 23:24:57
642,Bauchi,10.5,10.0,70.52,91,100,3.51,NG,2022-07-28 23:24:57
643,Kermanshah,34.3142,47.065,72.5,6,0,0.0,IR,2022-07-28 23:24:57
644,Iranshahr,27.2025,60.6848,83.97,66,99,10.16,IR,2022-07-28 23:24:58
645,Demidov,55.2706,31.515,52.59,93,3,4.65,RU,2022-07-28 23:24:58
646,Zhezkazgan,47.8043,67.7144,66.18,68,0,11.18,KZ,2022-07-28 23:24:58
647,Revda,56.801,59.9303,51.15,96,99,4.59,RU,2022-07-28 23:24:59
648,Kopavogur,64.1123,-21.913,46.85,87,75,6.91,IS,2022-07-28 23:24:59
649,Cascais,38.6979,-9.4215,69.48,74,20,25.32,PT,2022-07-28 23:25:00
650,Emirdag,39.0197,31.15,70.57,37,0,2.71,TR,2022-07-28 23:25:00
651,Lock Haven,41.137,-77.4469,83.88,79,45,6.55,US,2022-07-28 23:20:41
652,Jiwani,25.05,61.7417,80.98,79,100,11.39,PK,2022-07-28 23:25:00
653,Zamora,-4.0692,-78.9567,79.84,83,58,0.98,EC,2022-07-28 23:25:01
654,Valdepenas,38.7621,-3.3848,78.85,28,0,4.32,ES,2022-07-28 23:25:01
655,San Andres,12.5847,-81.7006,82.42,74,40,11.5,CO,2022-07-28 23:25:02
656,Meridian,43.6121,-116.3915,103.82,20,0,8.05,US,2022-07-28 23:22:04
657,Pedro Ii,-4.4247,-41.4586,77.5,51,95,4.61,BR,2022-07-28 23:25:02
658,Tabas,33.5959,56.9244,91.35,21,15,3.65,IR,2022-07-28 23:25:02
659,Balkhash,46.844,74.9804,77.41,44,85,5.19,KZ,2022-07-28 23:25:03
660,Madison,34.7334,-86.5667,94.8,52,40,12.66,US,2022-07-28 23:25:03
661,Laurel,39.0993,-76.8483,89.08,84,0,6.91,US,2022-07-28 23:23:24
662,Pimenta Bueno,-11.6725,-61.1936,79.7,34,41,3.49,BR,2022-07-28 23:23:58
663,Kretinga,55.8758,21.2508,53.35,87,0,1.14,LT,2022-07-28 23:25:04
664,Saint Anthony,45.0205,-93.218,76.03,49,75,17.27,US,2022-07-28 23:25:04
665,Jasper,37.2001,-94.3502,89.65,53,75,4.61,US,2022-07-28 23:25:05
666,Bijawar,24.6333,79.5,77.59,83,96,4.88,IN,2022-07-28 23:25:05
